id,type,topic,subtopic,difficulty,stem_or_prompt,optionA,optionB,optionC,optionD,correctIndex,marks,explanation,markingGuideline
MCQ-563,mcq,Act_Enforcement,BuildingInspectors,medium,Question 563: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-563,Option B for MCQ-563,Option C for MCQ-563,Option D for MCQ-563,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-564,mcq,Regs_Permits,BuildingInformation,hard,Question 564: What is the requirement for BuildingInformation in Regs_Permits according to Victorian building regulations?,Option A for MCQ-564,Option B for MCQ-564,Option C for MCQ-564,Option D for MCQ-564,3,1,This question tests knowledge of BuildingInformation requirements in Regs_Permits. The correct answer is Option D.,
MCQ-565,mcq,Regs_Inspections,MandatoryNotifications,medium,Question 565: What is the requirement for MandatoryNotifications in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-565,Option B for MCQ-565,Option C for MCQ-565,Option D for MCQ-565,0,1,This question tests knowledge of MandatoryNotifications requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-566,mcq,Regs_ProtectionWork,ProtectionWorkDetermination,medium,Question 566: What is the requirement for ProtectionWorkDetermination in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-566,Option B for MCQ-566,Option C for MCQ-566,Option D for MCQ-566,1,1,This question tests knowledge of ProtectionWorkDetermination requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-567,mcq,Regs_ESM,AnnualReporting,medium,Question 567: What is the requirement for AnnualReporting in Regs_ESM according to Victorian building regulations?,Option A for MCQ-567,Option B for MCQ-567,Option C for MCQ-567,Option D for MCQ-567,2,1,This question tests knowledge of AnnualReporting requirements in Regs_ESM. The correct answer is Option C.,
MCQ-568,mcq,Business_FitProper,Registration,medium,Question 568: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-568,Option B for MCQ-568,Option C for MCQ-568,Option D for MCQ-568,3,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option D.,
MCQ-569,mcq,Safety_HRW,WorkingAtHeights,medium,Question 569: What is the requirement for WorkingAtHeights in Safety_HRW according to Victorian building regulations?,Option A for MCQ-569,Option B for MCQ-569,Option C for MCQ-569,Option D for MCQ-569,0,1,This question tests knowledge of WorkingAtHeights requirements in Safety_HRW. The correct answer is Option A.,
MCQ-570,mcq,Structure_Slabs,Reinforcement,medium,Question 570: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-570,Option B for MCQ-570,Option C for MCQ-570,Option D for MCQ-570,1,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option B.,
MCQ-571,mcq,Structure_Steel,SteelFrameConnections,hard,Question 571: What is the requirement for SteelFrameConnections in Structure_Steel according to Victorian building regulations?,Option A for MCQ-571,Option B for MCQ-571,Option C for MCQ-571,Option D for MCQ-571,2,1,This question tests knowledge of SteelFrameConnections requirements in Structure_Steel. The correct answer is Option C.,
MCQ-572,mcq,Structure_TiltPanels,BracingDesign,hard,Question 572: What is the requirement for BracingDesign in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-572,Option B for MCQ-572,Option C for MCQ-572,Option D for MCQ-572,3,1,This question tests knowledge of BracingDesign requirements in Structure_TiltPanels. The correct answer is Option D.,
MCQ-573,mcq,NCC_Egress,FireIsolatedStairs,medium,Question 573: What is the requirement for FireIsolatedStairs in NCC_Egress according to Victorian building regulations?,Option A for MCQ-573,Option B for MCQ-573,Option C for MCQ-573,Option D for MCQ-573,0,1,This question tests knowledge of FireIsolatedStairs requirements in NCC_Egress. The correct answer is Option A.,
MCQ-574,mcq,NCC_Health,VentilationRequirements,medium,Question 574: What is the requirement for VentilationRequirements in NCC_Health according to Victorian building regulations?,Option A for MCQ-574,Option B for MCQ-574,Option C for MCQ-574,Option D for MCQ-574,1,1,This question tests knowledge of VentilationRequirements requirements in NCC_Health. The correct answer is Option B.,
MCQ-575,mcq,NCC_Services,AccessibleLifts,medium,Question 575: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-575,Option B for MCQ-575,Option C for MCQ-575,Option D for MCQ-575,2,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option C.,
MCQ-576,mcq,Act_Permits,PermitApplications,medium,Question 576: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-576,Option B for MCQ-576,Option C for MCQ-576,Option D for MCQ-576,3,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option D.,
MCQ-577,mcq,Act_Enforcement,BuildingInspectors,easy,Question 577: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-577,Option B for MCQ-577,Option C for MCQ-577,Option D for MCQ-577,0,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option A.,
MCQ-578,mcq,Regs_Permits,PermitLapse,hard,Question 578: What is the requirement for PermitLapse in Regs_Permits according to Victorian building regulations?,Option A for MCQ-578,Option B for MCQ-578,Option C for MCQ-578,Option D for MCQ-578,1,1,This question tests knowledge of PermitLapse requirements in Regs_Permits. The correct answer is Option B.,
MCQ-579,mcq,Regs_Inspections,FinalInspection,hard,Question 579: What is the requirement for FinalInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-579,Option B for MCQ-579,Option C for MCQ-579,Option D for MCQ-579,2,1,This question tests knowledge of FinalInspection requirements in Regs_Inspections. The correct answer is Option C.,
MCQ-580,mcq,Regs_ProtectionWork,SupportWork,medium,Question 580: What is the requirement for SupportWork in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-580,Option B for MCQ-580,Option C for MCQ-580,Option D for MCQ-580,3,1,This question tests knowledge of SupportWork requirements in Regs_ProtectionWork. The correct answer is Option D.,
MCQ-581,mcq,Regs_ESM,MaintenanceRequirements,medium,Question 581: What is the requirement for MaintenanceRequirements in Regs_ESM according to Victorian building regulations?,Option A for MCQ-581,Option B for MCQ-581,Option C for MCQ-581,Option D for MCQ-581,0,1,This question tests knowledge of MaintenanceRequirements requirements in Regs_ESM. The correct answer is Option A.,
MCQ-582,mcq,Business_FitProper,Registration,medium,Question 582: What is the requirement for Registration in Business_FitProper according to Victorian building regulations?,Option A for MCQ-582,Option B for MCQ-582,Option C for MCQ-582,Option D for MCQ-582,1,1,This question tests knowledge of Registration requirements in Business_FitProper. The correct answer is Option B.,
MCQ-583,mcq,Safety_HRW,SiteInduction,hard,Question 583: What is the requirement for SiteInduction in Safety_HRW according to Victorian building regulations?,Option A for MCQ-583,Option B for MCQ-583,Option C for MCQ-583,Option D for MCQ-583,2,1,This question tests knowledge of SiteInduction requirements in Safety_HRW. The correct answer is Option C.,
MCQ-584,mcq,Structure_Slabs,Reinforcement,easy,Question 584: What is the requirement for Reinforcement in Structure_Slabs according to Victorian building regulations?,Option A for MCQ-584,Option B for MCQ-584,Option C for MCQ-584,Option D for MCQ-584,3,1,This question tests knowledge of Reinforcement requirements in Structure_Slabs. The correct answer is Option D.,
MCQ-585,mcq,Structure_Steel,StructuralDrawings,easy,Question 585: What is the requirement for StructuralDrawings in Structure_Steel according to Victorian building regulations?,Option A for MCQ-585,Option B for MCQ-585,Option C for MCQ-585,Option D for MCQ-585,0,1,This question tests knowledge of StructuralDrawings requirements in Structure_Steel. The correct answer is Option A.,
MCQ-586,mcq,Structure_TiltPanels,PanelConnections,medium,Question 586: What is the requirement for PanelConnections in Structure_TiltPanels according to Victorian building regulations?,Option A for MCQ-586,Option B for MCQ-586,Option C for MCQ-586,Option D for MCQ-586,1,1,This question tests knowledge of PanelConnections requirements in Structure_TiltPanels. The correct answer is Option B.,
MCQ-587,mcq,NCC_Egress,DoorSwing,hard,Question 587: What is the requirement for DoorSwing in NCC_Egress according to Victorian building regulations?,Option A for MCQ-587,Option B for MCQ-587,Option C for MCQ-587,Option D for MCQ-587,2,1,This question tests knowledge of DoorSwing requirements in NCC_Egress. The correct answer is Option C.,
MCQ-588,mcq,NCC_Health,LightingLevels,medium,Question 588: What is the requirement for LightingLevels in NCC_Health according to Victorian building regulations?,Option A for MCQ-588,Option B for MCQ-588,Option C for MCQ-588,Option D for MCQ-588,3,1,This question tests knowledge of LightingLevels requirements in NCC_Health. The correct answer is Option D.,
MCQ-589,mcq,NCC_Services,AccessibleLifts,easy,Question 589: What is the requirement for AccessibleLifts in NCC_Services according to Victorian building regulations?,Option A for MCQ-589,Option B for MCQ-589,Option C for MCQ-589,Option D for MCQ-589,0,1,This question tests knowledge of AccessibleLifts requirements in NCC_Services. The correct answer is Option A.,
MCQ-590,mcq,Act_Permits,PermitApplications,easy,Question 590: What is the requirement for PermitApplications in Act_Permits according to Victorian building regulations?,Option A for MCQ-590,Option B for MCQ-590,Option C for MCQ-590,Option D for MCQ-590,1,1,This question tests knowledge of PermitApplications requirements in Act_Permits. The correct answer is Option B.,
MCQ-591,mcq,Act_Enforcement,BuildingInspectors,medium,Question 591: What is the requirement for BuildingInspectors in Act_Enforcement according to Victorian building regulations?,Option A for MCQ-591,Option B for MCQ-591,Option C for MCQ-591,Option D for MCQ-591,2,1,This question tests knowledge of BuildingInspectors requirements in Act_Enforcement. The correct answer is Option C.,
MCQ-592,mcq,Regs_Permits,PermitAmendments,medium,Question 592: What is the requirement for PermitAmendments in Regs_Permits according to Victorian building regulations?,Option A for MCQ-592,Option B for MCQ-592,Option C for MCQ-592,Option D for MCQ-592,3,1,This question tests knowledge of PermitAmendments requirements in Regs_Permits. The correct answer is Option D.,
MCQ-593,mcq,Regs_Inspections,FootingInspection,medium,Question 593: What is the requirement for FootingInspection in Regs_Inspections according to Victorian building regulations?,Option A for MCQ-593,Option B for MCQ-593,Option C for MCQ-593,Option D for MCQ-593,0,1,This question tests knowledge of FootingInspection requirements in Regs_Inspections. The correct answer is Option A.,
MCQ-594,mcq,Regs_ProtectionWork,Hoarding,medium,Question 594: What is the requirement for Hoarding in Regs_ProtectionWork according to Victorian building regulations?,Option A for MCQ-594,Option B for MCQ-594,Option C for MCQ-594,Option D for MCQ-594,1,1,This question tests knowledge of Hoarding requirements in Regs_ProtectionWork. The correct answer is Option B.,
MCQ-595,mcq,Regs_ESM,FireExtinguishers,easy,Question 595: What is the requirement for FireExtinguishers in Regs_ESM according to Victorian building regulations?,Option A for MCQ-595,Option B for MCQ-595,Option C for MCQ-595,Option D for MCQ-595,2,1,This question tests knowledge of FireExtinguishers requirements in Regs_ESM. The correct answer is Option C.,
